date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:30:31	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/dist/fonts/glyphicons-halflings-regular.svg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/dist/fonts/glyphicons-halflings-regular.svg	(from http://getbootstrap.com/dist/css/bootstrap.min.css)
13:30:31	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/dist/fonts/glyphicons-halflings-regular.eot?	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/dist/fonts/glyphicons-halflings-regulard41d.eot	(from http://getbootstrap.com/dist/css/bootstrap.min.css)
13:30:32	23424/23424	---MCZ	200	added ('OK')	application/font-woff	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/dist/fonts/glyphicons-halflings-regular.woff	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/dist/fonts/glyphicons-halflings-regular.woff	(from http://getbootstrap.com/dist/css/bootstrap.min.css)
13:30:32	45404/45404	---MCZ	200	added ('OK')	application/x-font-ttf	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/dist/fonts/glyphicons-halflings-regular.ttf	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/dist/fonts/glyphicons-halflings-regular.ttf	(from http://getbootstrap.com/dist/css/bootstrap.min.css)
13:30:33	198624/198624	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/assets/img/expo-vogue.jpg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/assets/img/expo-vogue.jpg	(from http://getbootstrap.com/)
13:30:33	201647/201647	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/assets/img/expo-newsweek.jpg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/assets/img/expo-newsweek.jpg	(from http://getbootstrap.com/)
13:30:33	600/600	---MC-	302	error ('Found')	text/html	date:Wed,%2028%20Dec%202016%2005:30:32%20GMT	https://github.com/twbs/bootstrap/releases/download/v3.3.7/bootstrap-3.3.7-dist.zip	C:/My%20Websites/http___getbootstrap.com_/github.com/twbs/bootstrap/releases/download/v3.3.7/bootstrap-3.3.7-dist.19.delayed	(from http://getbootstrap.com/getting-started/)
13:30:39	119/119	---MC-	302	error ('Found')	text/html	date:Wed,%2028%20Dec%202016%2005:30:38%20GMT	https://github.com/twbs/bootstrap/archive/v3.3.7.zip	C:/My%20Websites/http___getbootstrap.com_/github.com/twbs/bootstrap/archive/v3.3.7.1b.delayed	(from http://getbootstrap.com/getting-started/)
13:30:43	127/127	---MC-	302	error ('Found')	text/html	date:Wed,%2028%20Dec%202016%2005:30:42%20GMT	https://github.com/twbs/bootstrap-sass/archive/v3.3.7.tar.gz	C:/My%20Websites/http___getbootstrap.com_/github.com/twbs/bootstrap-sass/archive/v3.3.7.tar.1c.delayed	(from http://getbootstrap.com/getting-started/)
13:30:44	0/-1	---M--	302	error ('')			https://github.com/twbs/bootstrap/archive/v3.3.7.zip	C:/My%20Websites/http___getbootstrap.com_/github.com/twbs/bootstrap/archive/v3.3.7.1e.delayed	(from http://getbootstrap.com/getting-started/)
13:30:44	4217/4217	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202016%2005:30:43%20GMT	http://getbootstrap.com/cdn-cgi/l/email-protection	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/cdn-cgi/l/email-protection.html	(from http://getbootstrap.com/getting-started/)
13:30:45	3227/3227	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/starter-template/	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/starter-template/index.html	(from http://getbootstrap.com/getting-started/)
13:30:46	22571/22571	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/screenshots/starter-template.jpg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/screenshots/starter-template.jpg	(from http://getbootstrap.com/getting-started/)
13:30:46	6641/6641	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/grid/	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/grid/index.html	(from http://getbootstrap.com/getting-started/)
13:30:47	26496/26496	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/theme/	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/theme/index.html	(from http://getbootstrap.com/getting-started/)
13:30:47	5106/5106	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/jumbotron/	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/jumbotron/index.html	(from http://getbootstrap.com/getting-started/)
13:30:47	3460/3460	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/jumbotron-narrow/	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/jumbotron-narrow/index.html	(from http://getbootstrap.com/getting-started/)
13:30:49	4571/4571	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/navbar/	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/navbar/index.html	(from http://getbootstrap.com/getting-started/)
13:30:50	4586/4586	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/navbar-static-top/	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/navbar-static-top/index.html	(from http://getbootstrap.com/getting-started/)
13:31:00	39654/39654	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/screenshots/navbar-static.jpg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/screenshots/navbar-static.jpg	(from http://getbootstrap.com/getting-started/)
13:31:00	40956/40956	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/screenshots/navbar.jpg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/screenshots/navbar.jpg	(from http://getbootstrap.com/getting-started/)
13:31:02	37932/37932	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/screenshots/navbar-fixed.jpg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/screenshots/navbar-fixed.jpg	(from http://getbootstrap.com/getting-started/)
13:31:02	4582/4582	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/navbar-fixed-top/	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/navbar-fixed-top/index.html	(from http://getbootstrap.com/getting-started/)
13:31:04	3267/3267	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/cover/	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/cover/index.html	(from http://getbootstrap.com/getting-started/)
13:31:05	11491/11491	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/carousel/	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/carousel/index.html	(from http://getbootstrap.com/getting-started/)
13:31:08	68573/68573	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/screenshots/jumbotron-narrow.jpg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/screenshots/jumbotron-narrow.jpg	(from http://getbootstrap.com/getting-started/)
13:31:11	85405/85405	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/screenshots/theme.jpg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/screenshots/theme.jpg	(from http://getbootstrap.com/getting-started/)
13:31:11	36580/36580	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/screenshots/cover.jpg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/screenshots/cover.jpg	(from http://getbootstrap.com/getting-started/)
13:31:12	9652/9652	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/dashboard/	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/dashboard/index.html	(from http://getbootstrap.com/getting-started/)
13:31:14	99951/99951	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/screenshots/grid.jpg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/screenshots/grid.jpg	(from http://getbootstrap.com/getting-started/)
13:31:15	101076/101076	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/screenshots/jumbotron.jpg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/screenshots/jumbotron.jpg	(from http://getbootstrap.com/getting-started/)
13:31:16	2337/2337	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/signin/	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/signin/index.html	(from http://getbootstrap.com/getting-started/)
13:31:19	13596/13596	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/screenshots/sign-in.jpg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/screenshots/sign-in.jpg	(from http://getbootstrap.com/getting-started/)
13:31:20	4301/4301	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/justified-nav/	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/justified-nav/index.html	(from http://getbootstrap.com/getting-started/)
13:31:20	9829/9829	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/blog/	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/blog/index.html	(from http://getbootstrap.com/getting-started/)
13:31:22	2133/2133	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/sticky-footer/	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/sticky-footer/index.html	(from http://getbootstrap.com/getting-started/)
13:31:24	25002/25002	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/screenshots/sticky-footer.jpg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/screenshots/sticky-footer.jpg	(from http://getbootstrap.com/getting-started/)
13:31:24	4305/4305	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/sticky-footer-navbar/	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/sticky-footer-navbar/index.html	(from http://getbootstrap.com/getting-started/)
13:31:24	82270/82270	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/screenshots/carousel.jpg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/screenshots/carousel.jpg	(from http://getbootstrap.com/getting-started/)
13:31:25	5841/5841	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/non-responsive/	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/non-responsive/index.html	(from http://getbootstrap.com/getting-started/)
13:31:26	7339/7339	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/offcanvas/	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/offcanvas/index.html	(from http://getbootstrap.com/getting-started/)
13:31:29	178/178	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Dec%202016%2005:31:28%20GMT	http://getbootstrap.com/migration	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/migration	(from http://getbootstrap.com/getting-started/)
13:31:31	18221/18221	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/migration/	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/migration/index.html	(from http://getbootstrap.com/getting-started/)
13:31:32	39249/39249	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/screenshots/sticky-footer-navbar.jpg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/screenshots/sticky-footer-navbar.jpg	(from http://getbootstrap.com/getting-started/)
13:31:33	27321/27321	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/browser-bugs/	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/browser-bugs/index.html	(from http://getbootstrap.com/getting-started/)
13:31:33	178/178	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Dec%202016%2005:31:32%20GMT	http://getbootstrap.com/components	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/components	(from http://getbootstrap.com/css/)
13:31:35	1171/1171	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Aug%202011%2005:04:27%20GMT	https://secure.gravatar.com/avatar/bc4ab438f7a4ce1c406aadc688427f2c.jpg?s=32	C:/My%20Websites/http___getbootstrap.com_/secure.gravatar.com/avatar/bc4ab438f7a4ce1c406aadc688427f2cc3b8.jpeg	(from http://getbootstrap.com/about/)
13:31:36	2758/2758	---M--	200	added ('OK')	image/png	date:Thu,%2024%20Sep%202015%2020:44:00%20GMT	https://secure.gravatar.com/avatar/a98244cbdacaf1c0b55499466002f7a8.jpg?s=32	C:/My%20Websites/http___getbootstrap.com_/secure.gravatar.com/avatar/a98244cbdacaf1c0b55499466002f7a8c3b8.png	(from http://getbootstrap.com/about/)
13:31:37	1419/1419	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Sep%202010%2022:11:48%20GMT	https://secure.gravatar.com/avatar/edec428c425453955f770095a7d26c50.jpg?s=32	C:/My%20Websites/http___getbootstrap.com_/secure.gravatar.com/avatar/edec428c425453955f770095a7d26c50c3b8.png	(from http://getbootstrap.com/about/)
13:31:38	1203/1203	---M--	200	added ('OK')	image/jpeg	date:Sat,%2009%20Nov%202013%2022:30:45%20GMT	https://secure.gravatar.com/avatar/0f7dd3ce58a416be5685ea6194f82b11.jpg?s=32	C:/My%20Websites/http___getbootstrap.com_/secure.gravatar.com/avatar/0f7dd3ce58a416be5685ea6194f82b11c3b8.jpeg	(from http://getbootstrap.com/about/)
13:31:38	79037/79037	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/screenshots/justified-nav.jpg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/screenshots/justified-nav.jpg	(from http://getbootstrap.com/getting-started/)
13:31:39	1308/1308	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202013%2023:47:40%20GMT	https://secure.gravatar.com/avatar/e37759b1ea0125d4e97b1e00b5eed26f.jpg?s=32	C:/My%20Websites/http___getbootstrap.com_/secure.gravatar.com/avatar/e37759b1ea0125d4e97b1e00b5eed26fc3b8.jpeg	(from http://getbootstrap.com/about/)
13:31:40	61060/61060	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/screenshots/non-responsive.jpg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/screenshots/non-responsive.jpg	(from http://getbootstrap.com/getting-started/)
13:31:42	105325/105325	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/screenshots/dashboard.jpg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/screenshots/dashboard.jpg	(from http://getbootstrap.com/getting-started/)
13:31:47	370276/370276	---M--	200	added ('OK')	application/octet-stream	etag:%223942447fac867ae5cdb3229b658f4d48%22	https://github-cloud.s3.amazonaws.com/releases/2126244/9c5b6db6-5245-11e6-800b-b1e5008b1179.zip?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAISTNZFOVBIJMK3TQ%2F20161228%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20161228T053032Z&X-Amz-Expires=300&X-Amz-Signature=d88fa4b78fbd82fb4bed9d5158e93e8389f56fcd0fddab350337fadad9d1ee6f&X-Amz-SignedHeaders=host&actor_id=0&response-content-disposition=attachment%3B%20filename%3Dbootstrap-3.3.7-dist.zip&response-content-type=application%2Foctet-stream	C:/My%20Websites/http___getbootstrap.com_/github-cloud.s3.amazonaws.com/releases/2126244/bootstrap-3.3.7-dist8dcd.zip	(from http://getbootstrap.com/getting-started/)
13:31:48	122280/122280	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/screenshots/blog.jpg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/screenshots/blog.jpg	(from http://getbootstrap.com/getting-started/)
13:31:48	112527/112527	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/screenshots/offcanvas.jpg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/screenshots/offcanvas.jpg	(from http://getbootstrap.com/getting-started/)
13:31:55	779/779	---M--	200	added ('OK')	image/png	date:Sat,%2012%20May%202012%2018:50:44%20GMT	https://secure.gravatar.com/avatar/0d53f5d3d3d28bd470f394d98f7ef48f.jpg?s=32	C:/My%20Websites/http___getbootstrap.com_/secure.gravatar.com/avatar/0d53f5d3d3d28bd470f394d98f7ef48fc3b8.png	(from http://getbootstrap.com/about/)
13:31:56	1280/1280	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Apr%202014%2009:21:04%20GMT	https://secure.gravatar.com/avatar/357f279672db832fc41a5a2f36559fcb.jpg?s=32	C:/My%20Websites/http___getbootstrap.com_/secure.gravatar.com/avatar/357f279672db832fc41a5a2f36559fcbc3b8.jpeg	(from http://getbootstrap.com/about/)
13:31:57	1293/1293	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Oct%202011%2019:59:05%20GMT	https://secure.gravatar.com/avatar/24cd55ab1a62ffb113ab8c02f64c9301.jpg?s=32	C:/My%20Websites/http___getbootstrap.com_/secure.gravatar.com/avatar/24cd55ab1a62ffb113ab8c02f64c9301c3b8.jpeg	(from http://getbootstrap.com/about/)
13:31:58	1260/1260	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Apr%202016%2003:28:39%20GMT	https://secure.gravatar.com/avatar/729f685b8e8d7e9feed18c177c82e59b.jpg?s=32	C:/My%20Websites/http___getbootstrap.com_/secure.gravatar.com/avatar/729f685b8e8d7e9feed18c177c82e59bc3b8.jpeg	(from http://getbootstrap.com/about/)
